age,income,home_ownership_enc,emplyment_length,loan_intent_enc,loan_amount,loan_interest_rate,loan_income_ratio,payment_default_enc,credit_history_length,loan_approval_status
25.0,67200,0,9,3,5000,7.51,0.07,0,2,0
24.0,70000,0,4,0,5000,7.74,0.07,0,3,0
24.0,70000,0,6,0,5000,10.65,0.07,0,4,0
24.0,70000,0,8,2,5000,6.99,0.07,0,4,0
24.0,70000,0,8,3,5000,10.99,0.07,0,3,0
24.0,70000,0,8,1,5000,10.59,0.07,0,4,0
24.0,70000,0,3,3,5000,7.88,0.07,0,4,0
24.0,70000,0,1,1,5000,12.18,0.07,0,2,0
24.0,70000,3,8,0,5000,9.88,0.07,0,4,0
24.0,70000,0,8,1,5000,7.88,0.07,0,4,0
24.0,70000,3,2,5,5000,7.74,0.07,0,2,0
24.0,70000,3,6,3,5000,9.91,0.07,0,3,0
34.0,48000,2,8,4,2600,5.79,0.05,0,9,0
36.0,45000,3,16,1,2000,7.51,0.04,0,12,0
21.0,80000,0,5,4,5000,5.79,0.06,0,3,0
22.0,75000,3,0,1,3500,9.32,0.05,0,4,0
30.0,54000,0,8,2,2000,7.43,0.04,0,5,0
30.0,54000,0,3,4,2000,7.9,0.04,0,6,0
27.0,60000,0,6,0,2000,10.99,0.03,0,7,0
27.0,60000,0,0,0,2000,7.9,0.03,0,7,0
27.0,60000,3,8,5,2000,12.69,0.03,0,8,0
27.0,60000,3,11,2,2000,11.58,0.03,0,10,0
27.0,60000,0,11,2,2000,12.61,0.03,1,10,0
27.0,60000,0,1,0,2000,12.84,0.03,0,8,0
43.0,50000,2,4,5,7000,7.51,0.14,0,12,0
42.0,50000,2,3,4,5000,7.49,0.1,0,17,0
26.0,68496,0,10,1,10000,11.71,0.15,0,3,0
30.0,60000,0,7,0,10950,7.9,0.18,0,9,0
26.0,68500,0,3,5,10000,7.51,0.15,0,4,0
23.0,75000,0,3,5,7200,12.42,0.1,0,4,0
23.0,75000,3,5,1,7200,8.9,0.1,0,4,0
23.0,75000,3,4,5,7200,8.9,0.1,0,3,0
23.0,75000,3,7,5,7200,10.99,0.1,0,4,0
23.0,75000,0,7,1,7200,7.51,0.09,0,4,0
23.0,69600,3,7,4,1000,12.99,0.01,1,3,0
31.0,62000,3,0,5,17000,11.14,0.27,0,7,0
37.0,45996,3,2,5,6000,10.38,0.13,0,14,0
24.0,68400,3,8,2,3000,12.68,0.04,1,3,0
33.0,54000,3,7,2,10000,7.66,0.19,0,7,0
33.0,54000,0,3,1,10000,7.88,0.19,0,7,0
33.0,54000,3,4,4,10000,13.06,0.19,0,10,0
27.0,66000,0,7,5,10000,6.99,0.15,0,9,0
22.0,85000,3,4,5,14400,13.92,0.17,0,3,0
25.0,70000,3,3,2,8400,15.62,0.12,0,2,0
23.0,75000,0,2,5,7125,7.51,0.1,0,4,0
25.0,66500,0,0,0,4000,8.49,0.06,0,2,0
22.0,78300,0,6,4,7000,5.42,0.09,0,3,0
22.0,76486,0,2,5,5000,7.88,0.07,0,4,0
31.0,53000,3,1,3,3000,12.69,0.06,0,5,0
38.0,45000,2,5,5,6325,10.99,0.14,0,17,0
51.0,55000,3,3,5,5000,10.38,0.09,0,25,0
27.0,72000,2,11,4,18000,7.88,0.25,0,5,0
28.0,68000,0,12,5,16000,7.88,0.24,0,8,0
24.0,75996,0,7,1,12000,10.62,0.16,0,4,0
26.0,72000,3,10,3,14400,12.69,0.2,0,4,0
24.0,78500,3,7,2,15000,12.18,0.19,0,2,0
32.0,54000,0,0,0,7200,7.9,0.13,0,5,0
23.0,80000,3,7,1,12800,12.42,0.16,0,3,0
29.0,60000,3,1,0,7800,10.65,0.13,0,5,0
29.0,60000,0,5,4,7800,7.49,0.13,0,7,0
21.0,88000,0,0,5,13200,7.51,0.16,0,4,0
25.0,70000,3,2,1,8300,7.88,0.12,0,3,0
49.0,45300,2,0,4,9600,15.62,0.21,0,12,0
24.0,69996,0,8,5,4800,11.86,0.07,0,4,0
24.0,69996,3,5,5,4800,13.06,0.07,0,3,0
28.0,60000,3,4,1,4800,7.9,0.08,0,10,0
28.0,60000,0,4,0,4800,7.9,0.08,0,10,0
28.0,60000,3,0,0,4800,8.9,0.08,0,8,0
28.0,60000,3,4,0,4800,9.45,0.08,0,10,0
24.0,70000,0,8,0,4800,7.9,0.07,0,2,0
21.0,80000,0,6,1,4800,7.88,0.06,0,3,0
27.0,60000,0,11,4,1800,11.46,0.03,0,10,0
47.0,45000,0,2,3,5400,7.66,0.12,0,14,0
35.0,54000,0,2,2,15250,9.88,0.28,0,9,0
23.0,95000,0,5,5,30000,10.65,0.32,0,2,0
24.0,77700,0,8,5,14000,10.99,0.18,0,3,0
23.0,90000,0,3,5,24250,10.62,0.27,0,3,0
29.0,65000,0,13,0,15000,8.94,0.23,0,7,0
29.0,65000,3,4,3,15000,11.83,0.23,0,5,0
29.0,65000,3,13,5,15000,7.51,0.23,0,7,0
29.0,65000,3,2,1,15000,10.0,0.23,0,6,0
29.0,65000,3,3,2,15000,16.0,0.23,0,5,0
29.0,65000,0,3,4,15000,10.99,0.23,0,6,0
30.0,60000,0,7,3,10750,14.22,0.18,1,9,0
31.0,54996,3,3,2,6000,10.75,0.11,0,6,0
25.0,73000,0,9,2,12000,16.45,0.16,0,3,0
22.0,82500,0,6,5,11500,7.51,0.14,0,3,0
31.0,55000,0,3,4,6000,6.92,0.11,0,9,0
31.0,55000,3,2,2,6000,14.27,0.11,1,10,0
31.0,55000,0,4,2,6000,6.91,0.11,0,10,0
37.0,45000,3,3,0,4000,11.71,0.09,0,11,0
37.0,45000,0,3,4,4000,6.99,0.09,0,13,0
37.0,45000,0,21,2,4000,9.88,0.09,0,15,0
37.0,45000,3,1,4,4000,9.32,0.09,0,11,0
37.0,45000,3,6,5,4000,12.42,0.09,0,15,0
21.0,85000,3,5,4,10000,9.99,0.12,0,4,0
23.0,75000,3,7,1,7000,7.9,0.09,0,3,0
23.0,75000,3,3,1,7000,7.14,0.09,0,3,0
23.0,75000,3,7,1,7000,10.0,0.1,0,3,0
23.0,75000,0,7,5,7000,6.99,0.09,0,2,0
23.0,75000,0,7,0,7000,10.65,0.09,0,2,0
23.0,75000,3,2,0,7000,9.91,0.09,0,2,0
23.0,75000,0,4,1,7000,13.99,0.09,1,3,0
23.0,75000,0,7,3,7000,6.62,0.09,0,3,0
23.0,75000,0,3,3,7000,7.88,0.09,0,4,0
23.0,75000,3,4,1,7000,7.9,0.09,0,2,0
23.0,75000,0,2,0,7000,7.51,0.09,0,2,0
35.0,47004,3,5,3,3000,10.36,0.06,0,10,0
25.0,65000,3,6,3,2000,12.18,0.03,0,4,0
35.0,47125,0,12,5,3200,10.99,0.07,0,8,0
23.0,74500,2,7,3,6400,11.99,0.08,0,4,0
27.0,60500,3,3,5,2400,12.69,0.04,0,5,0
29.0,56400,3,1,0,2500,5.79,0.04,0,7,0
22.0,73164,0,5,5,1200,14.61,0.02,1,2,0
41.0,52000,0,3,2,6000,8.49,0.12,0,14,0
41.0,52000,0,4,2,6000,7.51,0.12,0,13,0
22.0,83000,0,3,0,12000,7.29,0.14,0,4,0
26.0,65000,0,0,4,5200,9.91,0.08,0,2,0
32.0,52692,2,2,1,5000,10.08,0.1,0,9,0
23.0,72000,3,3,1,3500,5.99,0.05,0,4,0
23.0,72000,0,7,1,3500,14.72,0.05,1,2,0
22.0,73000,3,3,1,1000,8.59,0.01,0,2,0
28.0,58800,0,11,5,3000,7.88,0.05,0,5,0
29.0,63000,3,6,3,12000,11.71,0.19,0,5,0
29.0,63000,3,4,0,12000,11.71,0.19,0,9,0
22.0,73164,3,3,5,1150,7.49,0.01,0,4,0
24.0,82800,0,2,5,20000,11.22,0.25,1,3,0
21.0,87000,0,5,1,12000,5.79,0.14,0,3,0
27.0,61000,3,7,0,3000,10.37,0.05,0,7,0
33.0,49548,3,6,1,2400,12.84,0.05,0,6,0
42.0,52000,3,2,0,8000,13.47,0.15,1,17,0
36.0,53000,3,2,0,16000,14.72,0.3,0,12,0
24.0,68480,3,6,2,2800,10.99,0.04,0,4,0
25.0,69912,0,9,0,8000,6.99,0.11,0,2,0
24.0,79500,0,0,3,16000,6.54,0.2,0,3,0
26.0,76468,3,10,2,20000,13.22,0.26,1,4,0
28.0,60996,3,11,2,6000,9.63,0.1,0,8,0
32.0,54000,0,2,3,7000,13.49,0.13,1,5,0
32.0,54000,0,2,3,7000,5.42,0.13,0,9,0
32.0,54000,3,5,2,7000,7.49,0.13,0,6,0
33.0,52000,0,2,0,6400,5.42,0.12,0,7,0
24.0,72000,0,6,1,7000,7.74,0.1,0,3,0
24.0,72000,3,8,4,7000,7.9,0.1,0,4,0
24.0,72000,3,0,0,7000,12.99,0.1,0,4,0
24.0,70000,3,8,5,4600,8.9,0.07,0,4,0
30.0,54600,3,2,4,2500,9.99,0.05,0,7,0
25.0,68004,0,9,1,5600,11.66,0.08,1,4,0
26.0,63000,3,9,1,2500,14.72,0.04,0,2,0
25.0,72500,0,4,2,11200,7.29,0.15,0,2,0
28.0,69600,3,1,2,18000,12.42,0.26,0,6,0
26.0,76494,3,3,5,20000,13.22,0.26,1,4,0
31.0,59000,2,3,4,12000,6.17,0.2,0,9,0
22.0,80400,3,4,0,9000,10.38,0.11,0,3,0
28.0,57600,0,10,1,1200,13.49,0.02,0,7,0
39.0,50000,0,6,4,18000,11.71,0.36,0,14,0
27.0,64800,3,5,5,8000,10.46,0.12,0,6,0
37.0,50000,3,1,3,13000,11.58,0.26,0,11,0
37.0,50000,3,1,1,13000,7.51,0.26,0,15,0
30.0,65000,0,5,1,18000,12.84,0.29,1,6,0
27.0,69996,2,11,3,15000,6.03,0.21,0,9,0
30.0,63000,0,4,0,15000,9.91,0.24,0,8,0
23.0,90000,3,1,1,24000,12.69,0.27,0,3,0
23.0,90000,3,8,4,24000,17.56,0.27,0,2,0
22.0,95000,0,4,0,25000,12.73,0.26,1,3,0
26.0,75000,3,6,5,18000,7.88,0.24,0,3,0
27.0,70000,3,0,1,15000,10.99,0.21,0,7,0
27.0,70000,3,3,3,15000,13.49,0.21,1,10,0
27.0,70000,0,5,2,15000,12.53,0.21,0,5,0
27.0,70000,3,0,4,15000,11.48,0.21,0,5,0
27.0,70000,0,7,0,15000,9.88,0.21,0,6,0
27.0,70000,3,0,3,15000,10.65,0.21,0,7,0
27.0,70000,3,2,5,15000,12.69,0.21,0,9,0
27.0,70000,0,11,1,15000,13.61,0.21,0,6,0
27.0,70000,3,2,4,15000,11.83,0.21,0,7,0
27.0,70000,3,4,3,15000,10.65,0.21,0,6,0
27.0,70000,3,4,3,15000,11.89,0.21,0,9,0
27.0,70000,3,0,4,15000,10.99,0.21,0,7,0
27.0,70000,0,2,5,15000,8.49,0.21,0,9,0
33.0,54000,0,2,4,9600,9.91,0.18,0,7,0
30.0,60000,0,3,2,10500,15.62,0.18,0,8,0
30.0,60000,3,2,4,10500,14.26,0.17,0,9,0
39.0,44000,0,16,2,6300,5.99,0.14,0,15,0
22.0,95004,0,6,4,25000,14.12,0.26,0,2,0
38.0,45000,0,0,1,6000,7.9,0.13,0,15,0
38.0,45000,0,8,1,6000,8.9,0.13,0,16,0
38.0,45000,0,16,4,6000,7.51,0.13,0,13,0
26.0,70000,0,10,4,11500,5.99,0.17,0,3,0
44.0,48000,0,0,5,5000,11.48,0.1,0,15,0
21.0,90000,0,5,4,15000,11.48,0.17,0,4,0
21.0,90000,0,5,1,15000,12.53,0.17,0,4,0
21.0,90000,0,0,4,15000,10.62,0.17,0,3,0
22.0,85000,3,4,1,14000,12.42,0.16,0,3,0
22.0,85000,0,6,1,14000,9.07,0.16,0,4,0
22.0,85000,0,2,1,14000,13.92,0.16,0,3,0
23.0,80000,3,2,5,12500,11.49,0.16,0,4,0
23.0,80000,2,0,1,12500,6.54,0.16,0,4,0
25.0,72000,0,9,2,10500,8.94,0.15,0,4,0
29.0,60000,3,1,1,7500,9.32,0.13,0,6,0
29.0,60000,3,1,0,7500,10.62,0.13,0,8,0
34.0,50000,0,7,5,5500,7.9,0.11,0,7,0
25.0,64548,0,4,4,1200,7.29,0.02,0,4,0
30.0,57000,0,3,0,6000,6.76,0.11,0,8,0
30.0,57000,0,2,4,6000,10.65,0.11,0,9,0
30.0,57000,3,9,2,6000,5.79,0.11,0,9,0
25.0,70000,0,9,0,8000,7.14,0.11,0,4,0
25.0,70000,0,9,1,8000,5.42,0.11,0,3,0
25.0,70000,3,3,5,8000,10.38,0.11,0,4,0
25.0,70000,0,9,1,8000,7.51,0.11,0,4,0
25.0,70000,0,4,0,8000,7.88,0.11,0,3,0
25.0,70000,0,7,0,8000,10.99,0.11,0,2,0
25.0,70000,0,9,4,8000,11.49,0.11,0,2,0
25.0,70000,0,0,1,8000,7.88,0.11,0,3,0
25.0,70000,3,0,2,8000,7.51,0.11,0,3,0
25.0,70000,0,4,1,8000,10.99,0.11,0,2,0
25.0,70000,3,9,4,8000,9.99,0.11,0,4,0
25.0,70000,0,6,5,8000,9.63,0.11,0,4,0
25.0,70000,0,9,5,8000,6.99,0.11,0,2,0
25.0,70000,3,0,5,8000,5.99,0.11,0,3,0
25.0,70000,3,0,1,8000,13.72,0.11,1,3,0
28.0,60000,0,12,1,4500,7.51,0.07,0,9,0
26.0,65000,0,10,1,5000,5.42,0.08,0,2,0
26.0,65000,0,2,5,5000,7.88,0.08,0,4,0
26.0,65000,0,2,2,5000,6.54,0.08,0,3,0
26.0,65000,3,10,3,5000,9.99,0.08,0,2,0
26.0,65000,0,3,2,5000,11.71,0.08,0,3,0
26.0,65000,3,3,0,5000,10.74,0.08,0,2,0
26.0,65000,0,0,2,5000,7.51,0.08,0,3,0
26.0,65000,0,0,2,5000,5.79,0.08,0,3,0
26.0,65000,3,7,3,5000,10.39,0.08,0,3,0
33.0,50000,3,1,1,3000,7.49,0.06,0,6,0
33.0,50000,0,5,4,3000,5.42,0.06,0,8,0
33.0,50000,3,2,1,3000,9.99,0.06,0,8,0
24.0,70000,0,2,0,4500,6.62,0.06,0,2,0
24.0,70000,2,8,5,4500,11.12,0.06,0,2,0
30.0,55000,3,1,2,3000,5.42,0.05,0,6,0
25.0,66000,3,6,2,3000,12.42,0.05,0,4,0
26.0,65004,0,10,2,5000,9.63,0.08,0,2,0
22.0,75000,0,5,3,3000,13.49,0.04,0,4,0
22.0,75000,0,6,1,3000,7.51,0.04,0,3,0
22.0,75000,0,2,5,3000,7.51,0.04,0,2,0
22.0,75000,0,6,3,3000,5.42,0.04,0,4,0
22.0,75000,0,6,3,3000,6.99,0.04,0,3,0
22.0,75000,0,6,0,3000,7.88,0.04,0,4,0
22.0,75000,0,6,5,3000,7.9,0.04,0,3,0
22.0,75000,3,3,1,3000,10.99,0.04,0,4,0
30.0,54000,3,9,5,1500,11.48,0.03,0,7,0
23.0,70000,0,7,1,1000,13.98,0.01,0,2,0
41.0,50000,0,18,5,2500,18.64,0.05,1,14,0
30.0,55680,3,4,0,4000,14.09,0.07,0,9,0
23.0,73500,3,7,4,5000,14.96,0.07,1,2,0
23.0,73500,0,7,1,5000,12.99,0.07,0,4,0
30.0,57700,0,14,3,7000,11.86,0.12,0,8,0
22.0,75500,0,6,1,3500,13.48,0.05,1,2,0
27.0,60000,3,0,4,1450,7.49,0.03,0,9,0
22.0,78700,0,6,3,7000,13.98,0.09,0,2,0
29.0,58327,3,4,5,5000,11.48,0.08,0,5,0
43.0,48000,0,16,4,3000,9.32,0.06,0,13,0
43.0,48000,0,3,5,3000,14.84,0.06,0,11,0
35.0,54000,3,14,5,14900,15.7,0.27,0,7,0
36.0,52000,0,2,5,14000,11.36,0.27,0,16,0
24.0,83000,3,7,5,20000,15.33,0.24,1,2,0
26.0,72000,0,4,3,14000,12.68,0.19,1,2,0
26.0,72000,3,0,0,14000,11.89,0.19,0,3,0
28.0,64000,3,5,2,10000,14.72,0.16,1,8,0
32.0,56004,3,2,0,10000,13.61,0.18,0,5,0
36.0,47000,2,3,4,5000,9.63,0.11,0,11,0
28.0,62000,3,7,0,7200,9.91,0.12,0,10,0
22.0,86004,3,6,1,15000,12.73,0.17,1,3,0
24.0,73000,3,3,3,8000,9.91,0.11,0,4,0
32.0,52000,0,7,4,3600,7.49,0.07,0,6,0
23.0,72000,0,7,1,3200,12.68,0.04,0,4,0
31.0,52000,2,2,2,1000,14.72,0.02,0,5,0
43.0,50000,0,7,4,6400,7.49,0.13,0,17,0
43.0,50000,0,2,4,6400,6.91,0.13,0,14,0
23.0,77927,0,7,1,10000,9.99,0.13,0,2,0
35.0,47208,3,2,4,3000,13.92,0.06,1,8,0
31.0,63000,0,15,2,18000,6.54,0.29,0,6,0
23.0,86652,3,3,1,20000,16.32,0.23,1,2,0
37.0,45000,3,3,0,3600,6.03,0.08,0,11,0
23.0,75000,3,5,4,6600,8.88,0.09,0,4,0
38.0,48250,0,5,3,12000,10.74,0.25,0,12,0
29.0,57000,0,2,5,3000,8.7,0.05,0,6,0
33.0,58000,3,4,3,16000,7.9,0.26,0,5,0
23.0,90000,0,7,3,23800,8.49,0.24,0,2,0
26.0,69000,0,10,3,10000,8.94,0.14,0,4,0
23.0,78000,3,7,0,10000,9.91,0.13,0,3,0
23.0,78000,0,4,5,10000,17.14,0.13,1,2,0
23.0,78000,0,7,5,10000,5.42,0.13,0,2,0
23.0,78000,0,5,3,10000,11.12,0.13,0,2,0
31.0,54000,0,15,2,4000,7.88,0.07,0,8,0
24.0,71000,3,8,2,5500,10.62,0.07,0,2,0
26.0,65004,3,1,0,4800,13.49,0.07,1,2,0
27.0,85000,0,4,3,35000,10.65,0.41,0,10,0
31.0,53500,3,0,5,3200,6.76,0.06,0,7,0
23.0,85000,3,0,0,18000,13.49,0.21,0,2,0
23.0,85000,3,2,1,18000,10.0,0.21,0,4,0
23.0,85000,0,7,0,18000,11.71,0.21,0,3,0
21.0,95000,0,5,1,20000,5.99,0.21,0,3,0
21.0,95000,3,2,1,20000,13.92,0.21,0,4,0
25.0,75000,0,1,1,14000,11.89,0.19,0,4,0
25.0,75000,0,3,2,14000,11.89,0.19,0,4,0
25.0,75000,3,4,1,14000,13.79,0.19,1,3,0
25.0,72000,0,9,3,10250,6.62,0.14,0,3,0
34.0,57188,0,7,3,17450,13.23,0.32,0,7,0
27.0,65000,3,4,2,8000,13.49,0.12,1,10,0
27.0,65000,3,0,5,8000,8.59,0.12,0,9,0
27.0,65000,0,11,2,8000,13.49,0.12,0,8,0
27.0,65000,0,1,4,8000,10.65,0.12,0,9,0
27.0,65000,3,11,4,8000,12.69,0.12,0,9,0
27.0,65000,3,11,3,8000,7.49,0.12,0,9,0
27.0,65000,3,8,5,8000,7.66,0.12,0,8,0
27.0,65000,3,5,5,8000,5.79,0.12,0,7,0
27.0,65000,0,2,3,8000,7.49,0.12,0,10,0
26.0,67500,3,0,5,8000,10.65,0.12,0,2,0
31.0,55000,0,8,1,5500,6.62,0.1,0,5,0
25.0,69000,0,9,1,6500,10.99,0.09,0,3,0
23.0,75000,0,7,4,6500,13.98,0.09,1,3,0
23.0,75000,0,1,1,6500,6.99,0.09,0,4,0
23.0,75000,0,7,5,6500,5.42,0.09,0,3,0
27.0,65004,0,11,3,8000,12.99,0.12,0,5,0
29.0,68808,0,1,4,20000,6.17,0.29,0,5,0
32.0,52660,0,11,2,4500,13.16,0.09,1,9,0
27.0,66500,0,4,5,10000,7.88,0.15,0,5,0
24.0,72000,0,6,0,6625,5.42,0.09,0,2,0
25.0,73426,0,4,5,12000,13.57,0.17,0,3,0
32.0,58000,3,0,0,13000,13.48,0.22,1,6,0
37.0,48000,0,3,3,9000,7.88,0.19,0,13,0
39.0,44000,3,6,4,6000,10.74,0.14,0,16,0
33.0,52000,3,4,0,6000,11.03,0.12,1,10,0
25.0,72000,0,9,4,10200,7.49,0.15,0,4,0
29.0,60000,0,13,4,7200,7.29,0.12,0,10,0
29.0,60000,0,7,5,7200,6.62,0.12,0,8,0
30.0,58000,3,6,0,7200,11.71,0.12,0,6,0
24.0,75000,0,8,4,10200,6.03,0.14,0,3,0
28.0,62000,3,3,0,7000,11.99,0.11,0,5,0
28.0,62000,0,12,5,7000,7.51,0.11,0,6,0
45.0,52660,0,2,2,15000,12.18,0.28,0,12,0
24.0,73000,3,0,1,7800,10.59,0.11,0,3,0
26.0,66000,0,10,4,6000,7.66,0.09,0,2,0
26.0,66000,0,7,4,6000,11.71,0.09,0,4,0
26.0,66000,3,7,3,6000,10.37,0.09,0,2,0
27.0,63000,0,6,3,5250,5.99,0.09,0,10,0
34.0,49000,0,17,4,3500,11.86,0.07,0,7,0
22.0,78000,3,6,1,6000,7.68,0.08,0,3,0
22.0,78000,0,5,1,6000,7.88,0.08,0,4,0
22.0,78000,3,6,3,6000,11.99,0.08,0,3,0
32.0,51000,0,6,4,1800,11.49,0.04,0,9,0
23.0,72000,0,7,5,3000,13.49,0.04,1,3,0
23.0,72000,3,7,0,3000,10.65,0.04,0,2,0
23.0,72000,3,7,3,3000,10.99,0.04,0,2,0
42.0,60000,2,3,4,21000,11.99,0.35,0,17,0
24.0,68000,3,8,5,1800,8.49,0.02,0,2,0
27.0,60000,0,4,1,1200,7.68,0.02,0,8,0
29.0,59527,3,11,4,6500,8.59,0.1,0,10,0
46.0,45000,0,15,0,3000,5.99,0.07,0,15,0
70.0,60000,3,0,4,4200,8.59,0.07,0,24,0
23.0,75500,2,2,5,7000,6.54,0.09,0,3,0
26.0,65100,3,11,1,4800,13.47,0.07,1,2,0
29.0,65000,3,13,3,14400,11.99,0.22,0,6,0
23.0,75000,0,6,5,6400,5.42,0.09,0,3,0
36.0,51600,0,14,5,13000,8.49,0.25,0,12,0
23.0,82500,0,7,5,15000,10.99,0.19,0,2,0
29.0,64402,3,1,0,13500,7.49,0.21,0,7,0
23.0,79200,3,7,4,11200,14.79,0.14,0,2,0
28.0,68500,0,5,3,16000,12.87,0.24,0,6,0
31.0,58000,3,4,2,10000,6.54,0.17,0,10,0
22.0,89000,0,2,5,18000,10.91,0.2,1,4,0
29.0,62000,0,11,0,10000,7.51,0.16,0,9,0
29.0,62000,0,3,0,10000,6.03,0.16,0,9,0
29.0,62000,3,9,0,10000,10.25,0.16,0,8,0
29.0,62000,0,6,3,10000,7.88,0.16,0,8,0
24.0,72000,0,8,4,6500,13.92,0.09,0,3,0
24.0,72000,0,5,5,6500,5.42,0.09,0,4,0
24.0,72000,0,8,2,6500,15.95,0.09,0,4,0
39.0,42000,3,6,3,2000,13.49,0.05,1,11,0
23.0,80400,3,4,4,12500,7.51,0.16,0,3,0
38.0,50000,3,1,0,15000,13.22,0.3,0,15,0
28.0,75000,2,1,2,25000,12.8,0.33,1,7,0
28.0,75000,2,2,5,25000,7.9,0.33,0,5,0
28.0,75000,0,2,4,25000,9.63,0.33,0,6,0
28.0,75000,0,2,4,25000,9.62,0.33,0,7,0
25.0,84000,0,9,5,25000,11.26,0.3,0,2,0
25.0,84000,0,2,2,25000,11.78,0.3,1,2,0
25.0,84000,0,2,5,25000,11.48,0.3,0,4,0
26.0,80000,3,5,4,24000,7.51,0.3,0,4,0
32.0,60000,0,5,1,16000,14.11,0.27,0,8,0
32.0,60000,3,2,0,16000,11.89,0.27,0,9,0
32.0,60000,3,2,1,16000,13.11,0.28,1,10,0
28.0,70000,3,12,1,18000,16.45,0.24,0,6,0
28.0,70000,0,5,0,18000,16.29,0.26,0,9,0
25.0,75996,0,6,3,15000,10.62,0.2,0,3,0
36.0,50000,0,5,0,10000,6.62,0.2,0,14,0
25.0,80000,0,4,0,20000,9.51,0.25,0,3,0
25.0,80000,3,4,0,20000,11.49,0.25,0,4,0
25.0,80000,3,2,0,20000,12.18,0.25,0,3,0
25.0,80000,3,5,3,20000,11.48,0.25,0,3,0
30.0,62400,0,14,2,13600,12.42,0.21,0,6,0
31.0,60000,2,14,3,13000,13.57,0.22,0,10,0
31.0,60000,0,7,4,13000,8.49,0.22,0,10,0
34.0,52000,2,14,1,8400,12.22,0.15,0,5,0
24.0,80000,0,1,0,16000,5.99,0.2,0,4,0
24.0,80000,2,8,3,16000,7.9,0.2,0,4,0
24.0,80000,2,5,2,16000,7.49,0.2,0,2,0
24.0,80000,0,6,0,16000,6.17,0.2,0,4,0
24.0,80000,0,2,5,16000,6.03,0.19,0,4,0
24.0,80000,3,0,3,16000,5.99,0.2,0,4,0
25.0,75600,0,9,4,14500,9.63,0.19,0,2,0
25.0,75600,0,5,4,14500,9.63,0.19,0,2,0
30.0,60000,3,3,4,10000,15.33,0.17,0,10,0
30.0,60000,3,6,4,10000,10.37,0.17,0,7,0
30.0,60000,0,5,2,10000,7.88,0.17,0,10,0
30.0,60000,0,8,4,10000,7.51,0.17,0,5,0
30.0,60000,3,4,3,10000,10.36,0.17,0,6,0
30.0,60000,3,13,4,10000,13.72,0.17,0,6,0
30.0,60000,0,2,1,10000,15.65,0.17,0,9,0
30.0,60000,3,2,4,10000,11.11,0.17,0,8,0
30.0,60000,3,5,2,10000,9.25,0.17,0,6,0
30.0,60000,3,7,5,10000,10.65,0.17,0,8,0
30.0,60000,0,1,5,10000,12.21,0.17,0,5,0
30.0,60000,0,5,4,10000,11.14,0.17,0,9,0
30.0,60000,0,6,3,10000,6.91,0.17,0,5,0
30.0,60000,3,5,1,10000,8.9,0.17,0,5,0
30.0,60000,3,5,1,10000,7.9,0.17,0,7,0
30.0,60000,3,2,1,10000,13.22,0.17,0,8,0
30.0,60000,3,3,3,10000,10.0,0.17,0,8,0
30.0,60000,3,4,4,10000,11.99,0.17,0,8,0
30.0,60000,0,2,4,10000,10.59,0.17,0,6,0
30.0,60000,3,4,2,10000,14.59,0.17,1,7,0
30.0,60000,3,4,4,10000,10.37,0.17,0,5,0
32.0,55000,3,1,0,8000,13.49,0.15,1,8,0
32.0,55000,3,4,3,8000,13.85,0.15,1,10,0
32.0,55000,0,7,4,8000,8.49,0.15,0,10,0
32.0,55000,3,4,2,8000,7.49,0.15,0,8,0
32.0,55000,3,5,4,8000,12.61,0.15,0,8,0
20.0,96000,3,3,3,16000,13.85,0.17,0,2,0
23.0,80000,0,6,3,12000,5.42,0.15,0,4,0
23.0,80000,0,1,5,12000,7.49,0.15,0,3,0
23.0,80000,3,5,5,12000,9.62,0.15,0,3,0
23.0,80000,0,7,1,12000,14.35,0.15,0,2,0
23.0,80000,0,6,0,12000,13.61,0.15,1,4,0
23.0,80000,0,7,5,12000,7.88,0.15,0,3,0
23.0,80000,0,1,1,12000,13.48,0.15,1,3,0
23.0,80000,3,5,1,12000,12.87,0.15,0,3,0
23.0,80000,0,0,5,12000,10.62,0.15,0,2,0
23.0,80000,0,7,1,12000,7.51,0.15,0,2,0
23.0,80000,0,7,4,12000,10.37,0.15,0,3,0
23.0,80000,0,1,5,12000,6.62,0.15,0,4,0
23.0,80000,0,7,5,12000,7.49,0.15,0,3,0
23.0,80000,0,1,0,12000,5.99,0.15,0,2,0
23.0,80000,0,4,1,12000,6.17,0.15,0,2,0
23.0,80000,0,7,4,12000,9.25,0.15,0,3,0
25.0,72000,3,0,0,10000,10.37,0.14,0,4,0
25.0,72000,0,9,0,10000,7.9,0.14,0,3,0
25.0,72000,3,1,3,10000,10.95,0.14,0,2,0
25.0,72000,3,1,3,10000,12.42,0.14,0,2,0
25.0,72000,0,9,4,10000,8.49,0.14,0,4,0
25.0,72000,0,9,5,10000,6.03,0.14,0,4,0
25.0,72000,0,7,3,10000,6.03,0.14,0,2,0
24.0,75000,3,8,4,10000,13.49,0.13,0,3,0
24.0,75000,0,3,3,10000,9.91,0.13,0,3,0
24.0,75000,3,2,0,10000,12.73,0.13,0,4,0
24.0,75000,2,3,2,10000,10.25,0.13,0,4,0
24.0,75000,3,3,1,10000,13.85,0.13,1,4,0
24.0,75000,3,0,1,10000,9.91,0.13,0,4,0
