age,income,home_ownership_enc,emplyment_length,loan_intent_enc,loan_amount,loan_interest_rate,loan_income_ratio,payment_default_enc,credit_history_length,max_allowed_loan
30.0,56000,0,7,1,15000,11.36,0.27,0,8,68963
24.0,69996,3,1,1,15000,11.89,0.21,0,3,68966
24.0,69996,3,6,1,15000,11.89,0.21,0,2,68966
28.0,60000,0,12,2,15000,7.9,0.25,0,5,68966
28.0,60000,3,0,4,15000,10.37,0.25,0,5,68966
28.0,60000,3,1,5,15000,9.88,0.25,0,5,68966
28.0,60000,3,2,5,15000,11.83,0.25,0,6,68966
28.0,60000,0,10,4,15000,11.99,0.25,0,9,68966
28.0,60000,3,4,2,15000,11.99,0.25,0,10,68966
28.0,60000,0,0,5,15000,12.21,0.25,0,7,68966
28.0,60000,0,1,2,15000,9.88,0.25,0,7,68966
28.0,60000,3,2,4,15000,10.65,0.25,0,7,68966
28.0,60000,0,12,2,15000,10.99,0.25,0,8,68966
28.0,60000,3,5,0,15000,13.11,0.25,1,8,68966
28.0,60000,0,12,2,15000,6.03,0.25,0,10,68966
28.0,60000,0,12,1,15000,7.9,0.25,0,7,68966
28.0,60000,0,12,0,15000,7.49,0.25,0,8,68966
28.0,60000,2,3,5,15000,7.88,0.25,0,5,68966
28.0,60000,3,5,2,15000,13.99,0.25,1,9,68966
28.0,60000,0,1,1,15000,16.45,0.25,0,9,68966
28.0,60000,0,3,2,15000,7.49,0.25,0,8,68966
28.0,60000,2,1,2,15000,14.96,0.25,1,10,68966
28.0,60000,0,3,1,15000,13.61,0.25,1,10,68966
32.0,50000,0,5,4,11000,8.49,0.22,0,9,68966
32.0,50000,3,4,3,11000,8.94,0.22,0,10,68966
30.0,54000,3,5,5,12000,10.99,0.22,0,5,68967
30.0,54000,0,5,5,12000,10.62,0.22,0,8,68967
30.0,54000,0,14,0,12000,9.99,0.22,0,5,68967
38.0,40000,3,3,5,7000,9.99,0.17,0,15,68968
27.0,60000,0,3,3,12000,6.92,0.2,0,10,68970
27.0,60000,0,11,2,12000,10.65,0.2,0,5,68970
27.0,60000,3,3,0,12000,12.42,0.2,0,10,68970
27.0,60000,3,0,1,12000,13.11,0.2,0,9,68970
27.0,60000,3,2,5,12000,9.91,0.2,0,6,68970
27.0,60000,3,11,0,12000,12.42,0.2,0,6,68970
27.0,60000,0,7,4,12000,6.62,0.2,0,10,68970
27.0,60000,3,7,0,12000,11.71,0.2,0,10,68970
27.0,60000,0,4,0,12000,11.36,0.2,0,9,68970
27.0,60000,3,7,4,12000,12.53,0.2,1,8,68970
27.0,60000,0,4,1,12000,7.66,0.2,0,7,68970
27.0,60000,2,0,3,12000,8.94,0.2,0,8,68970
27.0,60000,3,4,4,12000,5.79,0.2,0,9,68970
27.0,60000,3,1,4,12000,12.87,0.2,1,10,68970
27.0,60000,3,4,1,12000,11.71,0.2,0,9,68970
27.0,60000,0,6,0,12000,6.03,0.2,0,6,68970
27.0,60000,3,6,5,12000,10.65,0.2,0,7,68970
27.0,60000,3,6,3,12000,6.03,0.2,0,7,68970
27.0,60000,0,0,3,12000,10.99,0.2,0,10,68970
27.0,60000,3,7,3,12000,11.36,0.2,0,7,68970
27.0,60000,0,7,2,12000,12.21,0.2,0,10,68970
27.0,60000,2,0,3,12000,10.99,0.2,0,5,68970
27.0,60000,3,2,1,12000,10.37,0.2,0,7,68970
27.0,60000,0,5,3,12000,7.49,0.2,0,9,68970
27.0,60000,2,0,2,12000,6.92,0.2,0,8,68970
27.0,60000,3,1,2,12000,9.91,0.2,0,8,68970
27.0,60000,0,4,1,12000,10.99,0.2,0,10,68970
27.0,60000,3,7,4,12000,12.84,0.2,0,7,68970
27.0,60000,0,4,4,12000,13.49,0.2,1,10,68970
27.0,60000,3,2,5,12000,13.11,0.2,0,8,68970
27.0,60000,3,4,3,12000,12.73,0.2,0,9,68970
27.0,60000,2,3,1,12000,11.36,0.2,0,8,68970
27.0,60000,3,0,5,12000,12.87,0.2,1,7,68970
27.0,60000,0,4,3,12000,7.88,0.2,0,10,68970
27.0,60000,0,6,0,12000,7.51,0.2,0,9,68970
27.0,60000,3,0,0,12000,13.49,0.2,1,7,68970
27.0,60000,3,2,2,12000,13.57,0.2,1,6,68970
27.0,60000,3,4,1,12000,12.42,0.2,0,10,68970
27.0,60000,3,11,5,12000,9.91,0.2,0,6,68970
24.0,70000,3,0,4,15000,10.99,0.21,0,3,68971
24.0,70000,0,2,0,15000,10.25,0.21,0,2,68971
24.0,70000,0,8,5,15000,7.49,0.21,0,2,68971
24.0,70000,3,9,5,15000,14.42,0.21,1,3,68971
24.0,70000,0,7,0,15000,7.88,0.21,0,4,68971
24.0,70000,3,0,3,15000,13.85,0.21,1,4,68971
24.0,70000,0,8,1,15000,11.49,0.21,0,4,68971
24.0,70000,0,5,4,15000,7.29,0.21,0,3,68971
24.0,70000,0,2,5,15000,11.14,0.21,0,4,68971
24.0,70000,3,0,0,15000,10.99,0.21,0,2,68971
24.0,70000,0,0,1,15000,13.85,0.21,1,3,68971
24.0,70000,0,8,4,15000,6.03,0.21,0,2,68971
24.0,70000,0,2,3,15000,11.86,0.21,0,4,68971
24.0,70000,0,9,4,15000,6.03,0.21,0,3,68971
24.0,70000,0,8,1,15000,13.16,0.21,1,2,68971
31.0,50000,0,6,1,8500,9.99,0.17,0,6,68971
30.0,52000,3,1,0,9000,13.11,0.17,0,5,68972
57.0,45600,0,20,4,9000,8.9,0.2,0,30,68972
21.0,80000,3,2,1,15000,12.18,0.19,0,4,68974
21.0,80000,0,5,4,15000,6.54,0.19,0,3,68974
37.0,40000,3,5,1,5000,6.03,0.13,0,15,68974
37.0,40000,3,2,3,5000,13.43,0.13,1,12,68974
37.0,40000,3,5,1,5000,11.49,0.13,0,13,68974
37.0,40000,3,0,3,5000,9.99,0.13,0,12,68974
37.0,40000,3,6,5,5000,10.25,0.13,0,17,68974
26.0,60000,3,4,5,9000,5.79,0.15,0,3,68975
26.0,60000,3,1,0,9000,12.73,0.15,0,2,68975
26.0,60000,3,1,4,9000,12.53,0.15,0,3,68975
26.0,60000,3,3,2,9000,10.25,0.15,0,3,68975
26.0,60000,0,0,2,9000,9.63,0.15,0,3,68975
28.0,55000,0,13,5,8000,6.99,0.15,0,10,68975
28.0,55000,0,4,2,8000,11.71,0.15,0,10,68975
28.0,55000,3,0,1,8000,13.16,0.15,1,5,68975
28.0,55000,0,12,2,8000,7.51,0.15,0,8,68975
28.0,55000,3,4,2,8000,13.49,0.15,0,5,68975
28.0,55000,3,9,3,8000,6.17,0.15,0,10,68975
28.0,55000,0,12,1,8000,6.03,0.15,0,8,68975
28.0,55000,0,4,1,8000,7.49,0.15,0,5,68975
28.0,55000,3,3,3,8000,10.62,0.15,0,8,68975
28.0,55000,2,5,4,8000,14.26,0.15,0,5,68975
28.0,55000,0,12,1,8000,7.14,0.15,0,9,68975
22.0,69996,3,1,5,8000,12.84,0.11,0,4,68976
24.0,65000,0,8,4,9000,7.14,0.14,0,2,68977
24.0,65000,3,4,2,9000,6.03,0.14,0,2,68977
24.0,65000,3,1,3,9000,8.49,0.14,0,2,68977
30.0,50000,2,14,5,6000,10.59,0.12,0,8,68977
30.0,50000,3,14,4,6000,10.59,0.12,0,8,68977
30.0,50000,0,8,4,6000,7.88,0.12,0,8,68977
30.0,50000,3,6,2,6000,10.36,0.12,0,7,68977
30.0,50000,0,4,1,6000,10.25,0.12,0,9,68977
30.0,50000,3,6,1,6000,6.62,0.12,0,8,68977
30.0,50000,0,0,1,6000,6.05,0.12,0,10,68977
30.0,50000,3,4,1,6000,10.65,0.12,0,5,68977
30.0,50000,0,4,0,6000,13.98,0.12,1,9,68977
30.0,50000,3,4,3,6000,8.49,0.12,0,7,68977
30.0,50000,3,0,1,6000,8.59,0.12,0,7,68977
30.0,50000,3,4,3,6000,11.86,0.12,0,6,68977
30.0,50000,0,4,0,6000,6.76,0.12,0,7,68977
30.0,50000,3,4,1,6000,8.0,0.12,0,5,68977
30.0,50000,3,0,4,6000,12.53,0.12,0,5,68977
30.0,50000,0,0,2,6000,8.94,0.12,0,10,68977
30.0,50000,2,0,4,6000,14.96,0.12,1,6,68977
30.0,50000,0,0,2,6000,9.63,0.12,0,7,68977
30.0,49200,0,6,1,4800,7.51,0.1,0,8,68979
22.0,70000,3,3,1,8000,16.29,0.11,1,2,68980
22.0,70000,0,6,4,8000,11.71,0.11,0,3,68980
22.0,70000,0,6,0,8000,7.88,0.11,0,2,68980
22.0,70000,0,6,5,8000,8.49,0.11,0,3,68980
22.0,70000,0,6,0,8000,5.42,0.11,0,3,68980
22.0,70000,0,6,1,8000,10.59,0.11,0,2,68980
22.0,70000,0,7,1,8000,7.66,0.11,0,3,68980
22.0,70000,0,6,0,8000,10.65,0.11,0,3,68980
22.0,70000,3,6,1,8000,6.03,0.11,0,4,68980
22.0,70000,3,0,1,8000,13.16,0.11,0,4,68980
22.0,70000,3,6,0,8000,11.49,0.11,0,3,68980
22.0,70000,0,6,3,8000,9.63,0.11,0,3,68980
22.0,70000,3,4,1,8000,7.9,0.11,0,4,68980
22.0,70000,0,5,0,8000,10.37,0.11,0,4,68980
22.0,70000,0,1,1,8000,13.22,0.11,0,4,68980
22.0,70000,3,6,1,8000,7.66,0.11,0,3,68980
22.0,70000,0,6,3,8000,7.51,0.11,0,4,68980
22.0,70000,0,3,1,8000,6.91,0.11,0,2,68980
22.0,70000,0,4,1,8000,5.42,0.11,0,2,68980
36.0,40000,3,0,4,3000,13.49,0.07,1,16,68980
36.0,40000,3,0,5,3000,11.49,0.07,0,11,68980
36.0,40000,2,1,5,3000,11.49,0.07,0,13,68980
25.0,60000,3,1,5,6000,5.79,0.1,0,3,68981
25.0,60000,3,9,2,6000,12.73,0.1,1,4,68981
25.0,60000,0,7,1,6000,7.29,0.1,0,3,68981
25.0,60000,0,6,2,6000,14.84,0.1,0,3,68981
25.0,60000,3,2,2,6000,12.53,0.1,0,4,68981
25.0,60000,3,7,0,6000,11.49,0.1,0,4,68981
25.0,60000,0,9,1,6000,13.49,0.1,1,2,68981
25.0,60000,0,3,4,6000,11.49,0.1,0,3,68981
25.0,60000,0,5,2,6000,7.14,0.1,0,3,68981
25.0,60000,3,9,2,6000,9.99,0.1,0,4,68981
25.0,60000,0,9,3,6000,7.49,0.1,0,2,68981
25.0,60000,0,1,0,6000,6.54,0.1,0,2,68981
25.0,60000,0,9,5,6000,13.49,0.1,1,4,68981
25.0,60000,0,9,3,6000,8.59,0.1,0,4,68981
25.0,60000,0,1,0,6000,12.21,0.1,0,4,68981
25.0,60000,0,4,0,6000,7.51,0.1,0,3,68981
25.0,60000,0,9,2,6000,12.99,0.1,1,4,68981
25.0,60000,3,1,1,6000,12.29,0.1,0,4,68981
32.0,45000,3,0,1,3000,11.49,0.07,0,6,68982
32.0,45000,0,5,2,3000,6.03,0.07,0,7,68982
32.0,45000,3,4,3,3000,5.42,0.07,0,7,68982
29.0,50000,3,1,5,3500,10.75,0.07,0,5,68983
29.0,50000,0,5,2,3500,5.99,0.07,0,5,68983
30.0,48000,0,4,2,3000,11.99,0.06,0,5,68984
30.0,48000,3,1,3,3000,13.99,0.06,0,5,68984
30.0,48000,3,0,3,3000,5.42,0.06,0,5,68984
30.0,48000,3,1,4,3000,9.25,0.06,0,8,68984
25.0,58000,0,9,0,3500,7.88,0.06,0,4,68985
25.0,57600,3,9,0,3000,6.62,0.05,0,3,68986
24.0,60000,0,8,2,3000,7.51,0.05,0,4,68987
24.0,60000,3,3,2,3000,10.37,0.05,0,4,68987
24.0,60000,3,0,5,3000,7.88,0.05,0,4,68987
24.0,60000,3,1,0,3000,12.87,0.05,0,4,68987
24.0,60000,0,8,3,3000,7.4,0.05,0,3,68987
24.0,60000,0,0,0,3000,5.99,0.05,0,4,68987
24.0,60000,3,0,0,3000,5.42,0.05,0,4,68987
22.0,65000,3,6,1,2500,14.27,0.04,1,2,68989
22.0,65000,2,0,5,2500,13.49,0.04,1,2,68989
22.0,65000,0,0,0,2500,10.99,0.04,0,4,68989
54.0,50000,0,6,4,12000,7.9,0.24,0,20,68996
23.0,64800,0,7,1,5500,7.14,0.09,0,2,69003
28.0,53595,2,4,4,6000,12.18,0.11,0,8,69011
23.0,66996,0,3,1,8000,7.88,0.12,0,3,69025
26.0,56964,0,2,3,5000,12.99,0.09,0,2,69035
27.0,53000,3,5,4,2500,5.99,0.05,0,10,69037
27.0,66000,3,6,2,20000,10.25,0.3,0,5,69062
27.0,66000,3,1,5,20000,11.48,0.3,0,6,69062
27.0,66000,0,11,0,20000,11.49,0.3,0,6,69062
27.0,66000,3,5,2,20000,11.36,0.3,0,10,69062
29.0,58000,0,11,3,15000,12.73,0.26,1,6,69064
46.0,40800,3,5,3,6000,10.65,0.15,0,15,69064
31.0,52000,3,11,1,11500,17.93,0.21,0,7,69067
25.0,68000,0,9,4,15900,10.99,0.22,0,4,69068
31.0,50000,3,8,3,8400,6.62,0.17,0,8,69072
22.0,76000,0,6,4,14500,10.99,0.19,0,2,69074
31.0,48000,0,12,1,5300,5.42,0.12,0,10,69077
23.0,74880,0,3,3,17000,11.14,0.2,0,3,69082
25.0,74700,0,5,0,24250,10.62,0.32,0,3,69086
22.0,66000,0,6,1,3500,7.9,0.05,0,4,69087
26.0,55000,3,4,3,2400,10.59,0.04,0,2,69087
22.0,65000,0,6,1,2400,5.79,0.04,0,4,69089
27.0,56400,3,2,1,7000,8.9,0.12,0,9,69117
30.0,50100,3,1,0,6000,10.0,0.12,0,5,69127
29.0,61498,0,5,4,20000,11.36,0.33,0,9,69131
35.0,41235,0,12,5,3000,7.88,0.07,0,7,69142
24.0,61800,0,5,0,5000,10.65,0.08,0,4,69143
28.0,52833,0,3,3,4800,7.9,0.09,0,10,69147
31.0,48500,3,3,0,6000,10.37,0.12,0,8,69151
32.0,51996,3,5,2,14000,11.14,0.27,0,10,69156
23.0,64500,3,1,1,5000,13.23,0.08,0,4,69159
26.0,69846,0,2,1,21600,10.37,0.31,0,8,69162
37.0,42000,3,2,5,8500,10.99,0.2,0,16,69166
23.0,78000,0,7,3,20500,13.06,0.26,1,3,69167
24.0,78504,0,8,5,25000,10.74,0.32,0,3,69167
27.0,62000,0,11,5,14500,7.9,0.23,0,8,69167
33.0,48000,3,2,4,10000,10.65,0.21,0,5,69167
33.0,48000,3,5,3,10000,11.11,0.21,0,5,69167
33.0,48000,0,4,3,10000,11.99,0.21,0,7,69167
29.0,56000,0,13,4,12000,6.62,0.21,0,9,69168
29.0,56000,0,12,0,12000,9.63,0.21,0,7,69168
29.0,56000,3,4,4,12000,9.63,0.21,0,8,69168
29.0,56000,3,13,5,12000,8.9,0.22,0,8,69168
29.0,56000,3,3,1,12000,16.49,0.21,1,8,69168
28.0,58000,3,4,3,12000,9.91,0.21,0,6,69169
28.0,58000,0,2,4,12000,6.91,0.21,0,9,69169
30.0,52800,3,5,1,10000,7.74,0.19,0,6,69170
24.0,71004,3,8,5,16000,13.47,0.23,1,4,69174
24.0,71004,3,8,5,16000,6.54,0.23,0,4,69174
23.0,70000,3,0,3,11300,13.47,0.16,1,3,69176
24.0,66000,3,2,5,10000,10.96,0.15,0,4,69176
24.0,66000,0,5,5,10000,7.51,0.15,0,2,69176
24.0,66000,0,8,2,10000,6.62,0.15,0,4,69176
22.0,72000,3,6,0,10000,7.66,0.14,0,4,69178
22.0,72000,0,6,1,10000,14.27,0.14,1,4,69178
22.0,72000,0,2,1,10000,13.11,0.14,1,4,69178
22.0,72000,0,6,5,10000,13.49,0.14,0,2,69178
22.0,72000,0,2,1,10000,7.88,0.14,0,3,69178
22.0,72000,3,3,1,10000,11.49,0.14,0,3,69178
23.0,68000,3,7,4,9000,7.51,0.13,0,3,69178
38.0,38000,3,2,3,3000,9.99,0.08,0,11,69179
28.0,53000,0,12,2,5000,5.42,0.09,0,8,69180
28.0,53000,3,5,0,5000,8.49,0.09,0,7,69180
28.0,53000,0,1,2,5000,6.92,0.1,0,8,69180
28.0,53000,0,4,0,5000,11.99,0.09,0,9,69180
22.0,70000,0,1,0,7800,11.14,0.11,0,3,69181
22.0,70000,0,5,4,7800,8.9,0.11,0,2,69181
36.0,40000,0,3,0,2800,11.36,0.07,0,13,69181
28.0,52000,0,12,2,3600,7.49,0.07,0,9,69183
24.0,61000,0,8,2,4000,13.43,0.06,0,2,69185
24.0,60000,3,5,0,2800,7.9,0.05,0,3,69187
24.0,60000,3,5,3,2800,9.7,0.05,0,4,69187
26.0,54000,3,2,3,1000,10.0,0.02,0,4,69192
47.0,40000,0,12,5,6000,7.51,0.15,0,13,69192
29.0,65000,3,4,1,25000,11.36,0.38,0,5,69204
35.0,47000,2,8,4,13000,11.97,0.28,0,8,69210
31.0,55000,3,13,3,16000,10.37,0.3,0,7,69211
26.0,65000,0,2,1,15250,8.94,0.23,0,2,69218
23.0,75000,3,1,5,17000,11.99,0.23,0,4,69220
29.0,55000,0,13,4,10500,5.42,0.19,0,7,69220
26.0,62500,3,4,1,12000,16.77,0.19,1,3,69222
26.0,62500,0,10,0,12000,7.51,0.19,0,3,69222
26.0,62500,0,3,0,12000,7.66,0.19,0,4,69222
26.0,62500,3,3,0,12000,12.23,0.19,1,4,69222
25.0,65000,3,2,5,12000,9.91,0.18,0,2,69223
25.0,65000,0,9,5,12000,6.03,0.18,0,4,69223
25.0,65000,3,4,3,12000,8.94,0.18,0,4,69223
25.0,65000,0,3,2,12000,6.92,0.18,0,3,69223
25.0,65000,3,0,5,12000,11.89,0.18,0,3,69223
24.0,61200,0,8,0,4200,14.65,0.07,0,2,69224
28.0,55000,2,1,5,7750,8.94,0.15,0,9,69225
27.0,54996,3,9,3,5000,13.23,0.09,0,8,69226
33.0,45000,3,4,4,5000,12.69,0.11,0,7,69227
33.0,45000,0,6,3,5000,6.03,0.11,0,5,69227
33.0,45000,2,3,2,5000,11.48,0.11,0,7,69227
33.0,45000,0,6,1,5000,11.36,0.11,0,9,69227
33.0,45000,0,8,5,5000,13.23,0.11,0,5,69227
27.0,55000,0,11,0,5000,7.51,0.09,0,6,69231
27.0,55000,0,11,3,5000,6.03,0.09,0,10,69231
27.0,55000,3,11,3,5000,11.49,0.09,0,8,69231
27.0,55000,3,9,2,5000,14.79,0.09,1,8,69231
27.0,55000,0,4,5,5000,8.0,0.09,0,9,69231
27.0,55000,0,7,0,5000,5.79,0.09,0,9,69231
27.0,55000,0,2,3,5000,5.42,0.09,0,7,69231
27.0,55000,0,11,3,5000,11.86,0.09,0,7,69231
23.0,65000,0,7,1,5500,11.49,0.08,0,2,69233
43.0,49578,0,11,0,16000,13.49,0.32,1,3,69264
37.0,42000,0,11,2,8400,7.49,0.2,0,17,69266
26.0,61000,3,4,5,10000,9.99,0.16,0,2,69274
22.0,75000,3,2,1,13200,14.79,0.18,0,3,69275
27.0,54000,3,1,5,3600,7.9,0.07,0,6,69284
29.0,50000,3,2,0,3200,9.63,0.06,0,5,69284
22.0,65000,0,6,3,2200,6.39,0.03,0,3,69290
27.0,59500,0,11,4,11000,11.36,0.19,0,5,69297
27.0,55800,0,12,4,6000,7.14,0.11,0,9,69309
27.0,61000,3,11,1,13000,11.49,0.21,0,7,69319
27.0,69900,0,7,5,25000,7.49,0.36,0,7,69322
28.0,62400,3,0,3,18000,6.91,0.28,0,8,69322
22.0,66000,3,3,1,3250,12.61,0.05,1,4,69337
31.0,52500,0,6,5,12000,7.51,0.23,0,5,69341
27.0,62500,0,1,3,15000,6.54,0.24,0,7,69342
23.0,62400,0,7,1,2400,10.99,0.04,0,3,69349
23.0,62400,3,7,5,2400,13.49,0.04,0,2,69349
28.0,56700,0,12,4,10000,5.42,0.18,0,7,69352
45.0,41200,2,15,4,4800,7.29,0.1,0,12,69353
24.0,62400,0,7,3,5500,10.65,0.09,0,3,69362
35.0,40792,3,4,2,2000,7.88,0.05,0,8,69370
28.0,56000,3,0,3,9000,10.65,0.16,0,7,69373
22.0,74000,3,5,5,12000,12.53,0.16,0,3,69376
29.0,52000,3,2,0,6000,13.49,0.12,1,6,69378
29.0,52000,3,2,4,6000,12.23,0.12,0,10,69378
29.0,52000,0,13,4,6000,8.59,0.12,0,8,69378
30.0,50000,0,4,1,5600,8.59,0.11,0,6,69378
31.0,48000,2,0,5,5000,10.08,0.1,0,7,69378
28.0,56004,3,7,4,9000,11.86,0.16,0,5,69379
26.0,58000,0,5,3,6000,6.92,0.1,0,4,69380
26.0,58000,3,1,3,6000,7.49,0.1,0,4,69380
25.0,60000,0,5,1,5600,10.99,0.09,0,4,69381
25.0,60000,3,5,5,5600,9.99,0.09,0,2,69381
25.0,60000,3,5,0,5600,7.29,0.09,0,3,69381
24.0,62000,3,3,1,5000,5.99,0.08,0,3,69383
24.0,62000,3,0,5,5000,10.74,0.08,0,2,69383
34.0,42000,0,3,3,2000,14.22,0.05,1,5,69385
34.0,42000,0,6,3,2000,5.42,0.05,0,7,69385
28.0,51000,0,3,2,2000,8.49,0.04,0,10,69387
43.0,45000,0,0,3,8000,6.91,0.18,0,13,69392
28.0,52800,0,6,4,4500,7.75,0.09,0,5,69401
26.0,55900,0,10,2,3250,11.36,0.06,0,3,69405
25.0,59548,0,9,2,5000,11.72,0.09,0,4,69417
23.0,75000,0,7,5,16800,13.11,0.22,0,2,69420
27.0,57000,0,11,5,7500,11.97,0.13,0,7,69427
27.0,55000,3,8,1,4800,11.48,0.09,0,5,69431
22.0,69500,0,2,1,7000,14.96,0.1,1,2,69432
47.0,38000,3,5,1,2000,10.99,0.05,0,16,69434
23.0,63000,3,7,1,3000,9.91,0.05,0,2,69437
27.0,70000,0,11,2,25000,14.83,0.36,1,7,69457
27.0,70000,0,8,2,25000,14.27,0.35,1,9,69457
22.0,69528,3,6,5,7000,12.99,0.1,1,3,69462
33.0,50000,0,17,2,13000,13.98,0.26,0,9,69462
33.0,50000,3,4,3,13000,8.9,0.26,0,10,69462
25.0,57500,0,4,0,2400,6.76,0.04,0,3,69463
28.0,51000,3,12,5,1925,6.17,0.04,0,10,69463
39.0,40000,3,5,3,8500,10.37,0.21,0,14,69464
22.0,85000,3,0,5,24000,8.49,0.28,0,2,69466
21.0,90000,3,5,0,25000,11.99,0.28,0,2,69467
26.0,65000,0,1,1,15000,7.49,0.23,0,4,69468
26.0,65000,0,4,1,15000,11.49,0.23,0,4,69468
26.0,65000,0,4,1,15000,16.89,0.23,1,2,69468
26.0,65000,2,4,4,15000,15.7,0.23,0,3,69468
26.0,65000,0,10,2,15000,12.69,0.23,0,4,69468
26.0,65000,0,10,1,15000,7.88,0.23,0,2,69468
26.0,65000,3,3,1,15000,10.59,0.23,0,3,69468
26.0,65000,0,10,5,15000,6.91,0.23,0,4,69468
44.0,48000,0,14,0,15000,11.11,0.31,0,15,69469
26.0,54600,3,10,3,1500,14.79,0.03,1,3,69470
23.0,69996,3,2,4,11000,11.86,0.16,0,2,69471
31.0,50000,3,4,0,8000,15.96,0.16,0,5,69472
31.0,50000,3,0,2,8000,10.0,0.16,0,5,69472
31.0,50000,0,15,2,8000,6.03,0.16,0,6,69472
31.0,50000,3,2,2,8000,10.25,0.16,0,6,69472
31.0,50000,0,5,5,8000,12.53,0.16,0,9,69472
31.0,50000,0,7,0,8000,8.0,0.16,0,6,69472
31.0,50000,3,1,3,8000,12.68,0.16,0,10,69472
31.0,50000,0,0,5,8000,5.42,0.16,0,9,69472
32.0,48000,0,6,3,7300,9.32,0.16,0,7,69473
22.0,75000,0,7,1,13000,6.03,0.18,0,2,69475
36.0,39996,3,9,0,2500,7.14,0.06,0,12,69475
23.0,70000,3,3,5,11000,10.38,0.16,0,2,69476
24.0,65416,0,3,2,9000,6.92,0.13,0,3,69476
26.0,60000,0,0,2,8500,9.63,0.14,0,4,69476
28.0,55000,3,3,4,7500,13.23,0.14,1,8,69476
25.0,62000,0,2,4,8000,5.79,0.13,0,4,69478
25.0,62000,3,1,5,8000,13.98,0.13,0,2,69478
35.0,42000,3,0,0,4000,10.37,0.1,0,6,69478
35.0,42000,3,1,3,4000,9.25,0.1,0,8,69478
22.0,70000,3,6,4,7500,7.88,0.11,0,3,69481
25.0,60000,3,5,5,5500,8.0,0.09,0,4,69481
30.0,49000,0,6,4,4000,5.79,0.08,0,7,69481
22.0,69000,0,6,1,6400,7.88,0.09,0,3,69482
32.0,51700,2,2,1,13200,11.14,0.26,0,9,69483
28.0,52000,0,13,5,3300,10.99,0.06,0,9,69484
29.0,50000,3,3,2,3000,10.99,0.06,0,6,69484
29.0,50000,3,2,2,3000,9.63,0.06,0,5,69484
29.0,50000,3,4,1,3000,7.14,0.06,0,5,69484
29.0,50000,0,5,2,3000,5.79,0.06,0,6,69484
29.0,50000,3,2,5,3000,7.88,0.06,0,7,69484
29.0,50000,0,3,4,3000,6.76,0.06,0,9,69484
32.0,45000,0,5,5,2500,7.29,0.05,0,7,69484
30.0,48000,0,5,5,2500,11.99,0.05,0,5,69485
30.0,48000,3,6,4,2500,11.71,0.05,0,7,69485
25.0,58000,3,4,3,3000,7.49,0.05,0,3,69486
21.0,70000,3,1,1,4000,11.71,0.06,0,3,69487
21.0,70000,3,5,0,4000,5.79,0.06,0,4,69487
21.0,70000,3,3,1,4000,5.79,0.06,0,4,69487
26.0,57312,3,3,4,5000,9.91,0.09,0,2,69487
24.0,60000,3,9,2,2500,9.88,0.04,0,4,69488
24.0,60000,0,8,5,2500,15.58,0.04,1,2,69488
24.0,60000,0,8,5,2500,14.91,0.04,0,2,69488
24.0,60000,0,8,1,2500,7.05,0.04,0,2,69488
24.0,60000,3,4,1,2500,13.57,0.04,1,2,69488
24.0,60000,0,8,4,2500,8.63,0.04,0,4,69488
24.0,60000,2,2,3,2500,11.99,0.04,0,2,69488
26.0,55000,3,2,4,2000,13.72,0.04,0,2,69488
30.0,50343,2,11,4,6000,5.79,0.12,0,5,69491
23.0,73500,3,7,5,15000,12.99,0.2,0,2,69497
23.0,73500,3,7,3,15000,13.16,0.2,1,2,69497
53.0,50000,3,1,4,10000,13.49,0.2,1,26,69497
23.0,63500,3,6,4,3500,16.02,0.05,0,2,69511
23.0,63504,0,7,3,3500,10.74,0.05,0,3,69516
33.0,47000,3,7,4,8000,9.96,0.17,0,5,69520
39.0,40800,0,16,5,10000,7.51,0.25,0,16,69521
23.0,61800,0,7,3,1500,9.62,0.02,0,3,69561
24.0,75000,3,3,2,20400,11.36,0.27,0,4,69566
28.0,60000,0,12,4,14400,11.71,0.24,0,8,69566
24.0,70000,0,9,4,14400,7.9,0.21,0,2,69571
36.0,42000,3,2,1,6000,10.39,0.14,0,13,69572
36.0,42000,3,2,5,6000,12.61,0.14,0,11,69572
26.0,62000,0,10,4,11000,7.51,0.18,0,3,69573
35.0,43200,0,9,1,6000,5.42,0.14,0,9,69573
28.0,56000,0,4,3,8800,6.62,0.16,0,5,69574
21.0,80000,0,5,4,14400,12.18,0.18,0,3,69575
26.0,60000,3,10,5,8400,13.49,0.14,0,3,69576
26.0,60000,0,4,0,8400,7.9,0.14,0,3,69576
24.0,65000,3,4,0,8400,7.51,0.13,0,4,69578
28.0,54000,3,2,5,6000,14.27,0.11,0,5,69578
28.0,54000,3,5,1,6000,7.66,0.11,0,6,69578
28.0,54000,3,12,5,6000,13.99,0.11,1,8,69578
28.0,54000,0,12,2,6000,10.99,0.11,0,6,69578
24.0,68004,3,5,3,12000,11.86,0.16,0,2,69579
24.0,63000,3,4,3,6000,10.74,0.1,0,4,69581
24.0,63000,0,7,5,6000,10.59,0.1,0,2,69581
27.0,56004,0,11,1,6000,13.22,0.1,0,7,69584
30.0,48400,3,4,5,3000,12.61,0.06,0,8,69584
32.0,45000,3,2,0,2400,12.21,0.05,0,7,69584
24.0,60500,2,8,1,3000,14.65,0.05,0,4,69587
24.0,60000,3,1,5,2400,10.99,0.04,0,2,69588
